Fragment,Count,Time (ms),Size (bytes)
Cross.list-enrollmentrequests-json,1,0,0
Cross.list-enrollmentrequests-xml,1,0,0
Cross.list-enrollmentresponses,1,0,0
Cross.list-enrollmentresponses-json,1,1,0
Cross.list-enrollmentresponses-xml,1,1,0
Cross.list-episodeofcares,1,0,0
Cross.list-episodeofcares-json,1,1,0
Cross.list-episodeofcares-xml,1,1,0
Cross.list-eventdefinitions,1,0,0
Cross.list-eventdefinitions-json,1,0,0
Cross.list-eventdefinitions-xml,1,1,0
Cross.list-evidences,1,0,0
Cross.list-evidences-json,1,0,0
Cross.list-evidences-xml,1,0,0
Cross.list-evidencevariables,1,0,0
Cross.list-evidencevariables-json,1,0,0
Cross.list-evidencevariables-xml,1,0,0
Cross.list-examplescenarios,1,0,0
Cross.list-examplescenarios-json,1,1,0
Cross.list-examplescenarios-xml,1,1,0
Cross.list-explanationofbenefits,1,0,0
Cross.list-explanationofbenefits-json,1,0,0
Cross.list-explanationofbenefits-xml,1,0,0
Cross.list-extensions,1,1,16445
Cross.list-extensions-mm,1,1,19829
Cross.list-familymemberhistories,1,0,0
Cross.list-familymemberhistories-json,1,0,0
Cross.list-familymemberhistories-xml,1,0,0
Cross.list-flags,1,0,0
Cross.list-flags-json,1,1,0
Cross.list-flags-xml,1,1,0
Cross.list-goals,1,0,0
Cross.list-goals-json,1,0,0
Cross.list-goals-xml,1,0,0
Cross.list-graphdefinitions,1,0,0
Cross.list-graphdefinitions-json,1,1,0
Cross.list-graphdefinitions-xml,1,1,0
Cross.list-groups,1,1,0
Cross.list-groups-json,1,1,0
Cross.list-groups-xml,1,1,0
Cross.list-guidanceresponses,1,0,0
Cross.list-guidanceresponses-json,1,0,0
Cross.list-guidanceresponses-xml,1,0,0
Cross.list-healthcareservices,1,0,718
Cross.list-healthcareservices-json,1,0,748
Cross.list-healthcareservices-xml,1,0,742
Cross.list-imagingstudies,1,0,0
Cross.list-imagingstudies-json,1,1,0
Cross.list-imagingstudies-xml,1,1,0
Cross.list-immunizationevaluations,1,0,0
Cross.list-immunizationevaluations-json,1,1,0
Cross.list-immunizationevaluations-xml,1,1,0
Cross.list-immunizationrecommendations,1,0,0
Cross.list-immunizationrecommendations-json,1,0,0
Cross.list-immunizationrecommendations-xml,1,0,0
Cross.list-immunizations,1,0,620
Cross.list-immunizations-json,1,0,640
Cross.list-immunizations-xml,1,1,636
Cross.list-implementationguides,1,0,166
Cross.list-implementationguides-json,1,1,171
Cross.list-implementationguides-xml,1,1,170
Cross.list-insuranceplans,1,0,0
Cross.list-insuranceplans-json,1,0,0
Cross.list-insuranceplans-xml,1,1,0
Cross.list-invoices,1,0,0
Cross.list-invoices-json,1,0,0
Cross.list-invoices-xml,1,1,0
Cross.list-libraries,1,0,0
Cross.list-libraries-json,1,0,0
Cross.list-libraries-xml,1,0,0
Cross.list-linkages,1,0,0
Cross.list-linkages-json,1,0,0
Cross.list-linkages-xml,1,0,0
Cross.list-lists,1,1,524
Cross.list-lists-json,1,1,544
Cross.list-lists-xml,1,1,540
Cross.list-locations,1,0,1106
Cross.list-locations-json,1,1,1156
Cross.list-locations-xml,1,1,1146
Cross.list-logicals,1,1,0
Cross.list-logicals-mm,1,1,0
Cross.list-measurereports,1,0,0
Cross.list-measurereports-json,1,0,0
Cross.list-measurereports-xml,1,1,0
Cross.list-measures,1,0,0
Cross.list-measures-json,1,1,0
Cross.list-measures-xml,1,1,0
Cross.list-media,1,0,0
Cross.list-media-json,1,0,0
Cross.list-media-xml,1,0,0
Cross.list-medicationadministrations,1,0,382
Cross.list-medicationadministrations-json,1,0,392
Cross.list-medicationadministrations-xml,1,0,390
Cross.list-medicationdispenses,1,0,346
Cross.list-medicationdispenses-json,1,0,356
Cross.list-medicationdispenses-xml,1,0,354
Cross.list-medicationknowledges,1,0,0
Cross.list-medicationknowledges-json,1,0,0
Cross.list-medicationknowledges-xml,1,0,0
Cross.list-medicationrequests,1,0,510
Cross.list-medicationrequests-json,1,0,525
Cross.list-medicationrequests-xml,1,1,522
Cross.list-medications,1,0,2778
Cross.list-medications-json,1,1,2853
Cross.list-medications-xml,1,1,2838
Cross.list-medicationstatements,1,1,528
Cross.list-medicationstatements-json,1,1,543
Cross.list-medicationstatements-xml,1,1,540
Cross.list-medicinalproductauthorizations,1,0,0
Cross.list-medicinalproductauthorizations-json,1,1,0
Cross.list-medicinalproductauthorizations-xml,1,1,0
Cross.list-medicinalproductcontraindications,1,0,0
Cross.list-medicinalproductcontraindications-json,1,0,0
Cross.list-medicinalproductcontraindications-xml,1,1,0
Cross.list-medicinalproductindications,1,1,0
Cross.list-medicinalproductindications-json,1,1,0
Cross.list-medicinalproductindications-xml,1,1,0
Cross.list-medicinalproductingredients,1,1,0
Cross.list-medicinalproductingredients-json,1,1,0
Cross.list-medicinalproductingredients-xml,1,1,0
Cross.list-medicinalproductinteractions,1,0,0
Cross.list-medicinalproductinteractions-json,1,0,0
Cross.list-medicinalproductinteractions-xml,1,0,0
Cross.list-medicinalproductmanufactureds,1,1,0
Cross.list-medicinalproductmanufactureds-json,1,1,0
Cross.list-medicinalproductmanufactureds-xml,1,1,0
Cross.list-medicinalproductpackageds,1,0,0
Cross.list-medicinalproductpackageds-json,1,1,0
Cross.list-medicinalproductpackageds-xml,1,1,0
Cross.list-medicinalproductpharmaceuticals,1,0,0
Cross.list-medicinalproductpharmaceuticals-json,1,1,0
Cross.list-medicinalproductpharmaceuticals-xml,1,1,0
Cross.list-medicinalproducts,1,0,0
Cross.list-medicinalproducts-json,1,0,0
Cross.list-medicinalproducts-xml,1,0,0
Cross.list-medicinalproductundesirableeffects,1,0,0
Cross.list-medicinalproductundesirableeffects-json,1,0,0
Cross.list-medicinalproductundesirableeffects-xml,1,0,0
Cross.list-messagedefinitions,1,0,0
Cross.list-messagedefinitions-json,1,1,0
Cross.list-messagedefinitions-xml,1,1,0
Cross.list-messageheaders,1,0,0
Cross.list-messageheaders-json,1,0,0
Cross.list-messageheaders-xml,1,1,0
Cross.list-molecularsequences,1,0,0
Cross.list-molecularsequences-json,1,1,0
Cross.list-molecularsequences-xml,1,1,0
Cross.list-name-accounts,1,0,0
Cross.list-name-accounts-json,1,0,0
Cross.list-name-accounts-xml,1,0,0
Cross.list-name-activitydefinitions,1,0,0
Cross.list-name-activitydefinitions-json,1,0,0
Cross.list-name-activitydefinitions-xml,1,1,0
Cross.list-name-actordefinitions,1,0,0
Cross.list-name-actordefinitions-json,1,0,0
Cross.list-name-actordefinitions-xml,1,1,0
Cross.list-name-adverseevents,1,0,0
Cross.list-name-adverseevents-json,1,0,0
Cross.list-name-adverseevents-xml,1,1,0
Cross.list-name-allergyintolerances,1,1,692
Cross.list-name-allergyintolerances-json,1,1,712
Cross.list-name-allergyintolerances-xml,1,1,708
Cross.list-name-appointmentresponses,1,0,0
Cross.list-name-appointmentresponses-json,1,0,0
Cross.list-name-appointmentresponses-xml,1,1,0
Cross.list-name-appointments,1,0,0
Cross.list-name-appointments-json,1,1,0
Cross.list-name-appointments-xml,1,2,0
Cross.list-name-auditevents,1,0,0
Cross.list-name-auditevents-json,1,0,0
Cross.list-name-auditevents-xml,1,0,0
Cross.list-name-basics,1,0,0
Cross.list-name-basics-json,1,0,0
Cross.list-name-basics-xml,1,0,0
Cross.list-name-binaries,1,0,0
Cross.list-name-binaries-json,1,0,0
Cross.list-name-binaries-xml,1,1,0
Cross.list-name-biologicallyderivedproducts,1,0,0
Cross.list-name-biologicallyderivedproducts-json,1,1,0
Cross.list-name-biologicallyderivedproducts-xml,1,1,0
Cross.list-name-bodystructures,1,0,316
Cross.list-name-bodystructures-json,1,0,326
Cross.list-name-bodystructures-xml,1,0,324
Cross.list-name-bundles,1,0,137
Cross.list-name-bundles-json,1,0,142
Cross.list-name-bundles-xml,1,1,141
Cross.list-name-capabilitystatements,1,0,0
Cross.list-name-capabilitystatements-json,1,0,0
Cross.list-name-capabilitystatements-xml,1,0,0
Cross.list-name-careplans,1,0,0
Cross.list-name-careplans-json,1,1,0
Cross.list-name-careplans-xml,1,1,0
Cross.list-name-careteams,1,0,0
Cross.list-name-careteams-json,1,0,0
Cross.list-name-careteams-xml,1,1,0
Cross.list-name-catalogentries,1,0,0
Cross.list-name-catalogentries-json,1,1,0
Cross.list-name-catalogentries-xml,1,1,0
Cross.list-name-chargeitemdefinitions,1,0,0
Cross.list-name-chargeitemdefinitions-json,1,0,0
Cross.list-name-chargeitemdefinitions-xml,1,1,0
Cross.list-name-chargeitems,1,0,0
Cross.list-name-chargeitems-json,1,0,0
Cross.list-name-chargeitems-xml,1,0,0
Cross.list-name-claimresponses,1,0,0
Cross.list-name-claimresponses-json,1,0,0
Cross.list-name-claimresponses-xml,1,0,0
Cross.list-name-claims,1,0,0
Cross.list-name-claims-json,1,1,0
Cross.list-name-claims-xml,1,1,0
Cross.list-name-clinicalimpressions,1,0,0
Cross.list-name-clinicalimpressions-json,1,1,0
Cross.list-name-clinicalimpressions-xml,1,1,0
Cross.list-name-codesystems,1,1,5905
Cross.list-name-codesystems-json,1,1,6000
Cross.list-name-codesystems-xml,1,1,5981
Cross.list-name-communicationrequests,1,0,0
Cross.list-name-communicationrequests-json,1,0,0
Cross.list-name-communicationrequests-xml,1,0,0
Cross.list-name-communications,1,0,0
Cross.list-name-communications-json,1,1,0
Cross.list-name-communications-xml,1,1,0
Cross.list-name-compartmentdefinitions,1,0,0
Cross.list-name-compartmentdefinitions-json,1,0,0
Cross.list-name-compartmentdefinitions-xml,1,0,0
Cross.list-name-compositions,1,0,552
Cross.list-name-compositions-json,1,0,567
Cross.list-name-compositions-xml,1,0,564
Cross.list-name-conceptmaps,1,0,0
Cross.list-name-conceptmaps-json,1,0,0
Cross.list-name-conceptmaps-xml,1,0,0
Cross.list-name-conditions,1,0,146
Cross.list-name-conditions-json,1,0,151
Cross.list-name-conditions-xml,1,1,150
Cross.list-name-consents,1,0,0
Cross.list-name-consents-json,1,0,0
Cross.list-name-consents-xml,1,0,0
Cross.list-name-contracts,1,0,0
Cross.list-name-contracts-json,1,0,0
Cross.list-name-contracts-xml,1,1,0
Cross.list-name-coverageeligibilityrequests,1,0,0
Cross.list-name-coverageeligibilityrequests-json,1,1,0
Cross.list-name-coverageeligibilityrequests-xml,1,1,0
Cross.list-name-coverageeligibilityresponses,1,0,0
Cross.list-name-coverageeligibilityresponses-json,1,0,0
Cross.list-name-coverageeligibilityresponses-xml,1,1,0
Cross.list-name-coverages,1,0,268
Cross.list-name-coverages-json,1,1,278
Cross.list-name-coverages-xml,1,1,276
Cross.list-name-detectedissues,1,0,0
Cross.list-name-detectedissues-json,1,1,0
Cross.list-name-detectedissues-xml,1,1,0
Cross.list-name-devicedefinitions,1,0,0
Cross.list-name-devicedefinitions-json,1,1,0
Cross.list-name-devicedefinitions-xml,1,1,0
Cross.list-name-devicemetrics,1,0,0
Cross.list-name-devicemetrics-json,1,0,0
Cross.list-name-devicemetrics-xml,1,0,0
Cross.list-name-devicerequests,1,0,0
Cross.list-name-devicerequests-json,1,1,0
Cross.list-name-devicerequests-xml,1,1,0
Cross.list-name-devices,1,0,137
Cross.list-name-devices-json,1,1,142
Cross.list-name-devices-xml,1,1,141
Cross.list-name-deviceusestatements,1,0,0
Cross.list-name-deviceusestatements-json,1,1,0
Cross.list-name-deviceusestatements-xml,1,1,0
Cross.list-name-diagnosticreports,1,0,0
Cross.list-name-diagnosticreports-json,1,0,0
Cross.list-name-diagnosticreports-xml,1,1,0
Cross.list-name-documentmanifests,1,0,0
Cross.list-name-documentmanifests-json,1,0,0
Cross.list-name-documentmanifests-xml,1,0,0
Cross.list-name-documentreferences,1,0,0
Cross.list-name-documentreferences-json,1,1,0
Cross.list-name-documentreferences-xml,1,1,0
Cross.list-name-domainresources,1,0,0
Cross.list-name-domainresources-json,1,1,0
Cross.list-name-domainresources-xml,1,1,0
Cross.list-name-effectevidencesyntheses,1,0,0
Cross.list-name-effectevidencesyntheses-json,1,0,0
Cross.list-name-effectevidencesyntheses-xml,1,0,0
Cross.list-name-encounters,1,1,292
Cross.list-name-encounters-json,1,1,302
Cross.list-name-encounters-xml,1,1,300
Cross.list-name-endpoints,1,0,234
Cross.list-name-endpoints-json,1,0,244
Cross.list-name-endpoints-xml,1,0,242
Cross.list-name-enrollmentrequests,1,0,0
Cross.list-name-enrollmentrequests-json,1,1,0
Cross.list-name-enrollmentrequests-xml,1,1,0
Cross.list-name-enrollmentresponses,1,0,0
Cross.list-name-enrollmentresponses-json,1,0,0
Cross.list-name-enrollmentresponses-xml,1,1,0
Cross.list-name-episodeofcares,1,0,0
Cross.list-name-episodeofcares-json,1,0,0
Cross.list-name-episodeofcares-xml,1,0,0
Cross.list-name-eventdefinitions,1,0,0
Cross.list-name-eventdefinitions-json,1,0,0
Cross.list-name-eventdefinitions-xml,1,0,0
Cross.list-name-evidences,1,0,0
Cross.list-name-evidences-json,1,1,0
Cross.list-name-evidences-xml,1,1,0
Cross.list-name-evidencevariables,1,0,0
Cross.list-name-evidencevariables-json,1,0,0
Cross.list-name-evidencevariables-xml,1,0,0
Cross.list-name-examplescenarios,1,0,0
Cross.list-name-examplescenarios-json,1,1,0
Cross.list-name-examplescenarios-xml,1,1,0
Cross.list-name-explanationofbenefits,1,0,0
Cross.list-name-explanationofbenefits-json,1,1,0
Cross.list-name-explanationofbenefits-xml,1,1,0
Cross.list-name-familymemberhistories,1,0,0
Cross.list-name-familymemberhistories-json,1,1,0
Cross.list-name-familymemberhistories-xml,1,1,0
Cross.list-name-flags,1,0,0
Cross.list-name-flags-json,1,0,0
Cross.list-name-flags-xml,1,0,0
Cross.list-name-goals,1,0,0
Cross.list-name-goals-json,1,1,0
Cross.list-name-goals-xml,1,1,0
Cross.list-name-graphdefinitions,1,0,0
Cross.list-name-graphdefinitions-json,1,0,0
Cross.list-name-graphdefinitions-xml,1,1,0
Cross.list-name-groups,1,0,0
Cross.list-name-groups-json,1,1,0
Cross.list-name-groups-xml,1,1,0
Cross.list-name-guidanceresponses,1,0,0
Cross.list-name-guidanceresponses-json,1,1,0
Cross.list-name-guidanceresponses-xml,1,1,0
Cross.list-name-healthcareservices,1,0,718
Cross.list-name-healthcareservices-json,1,0,748
Cross.list-name-healthcareservices-xml,1,0,742
Cross.list-name-imagingstudies,1,0,0
Cross.list-name-imagingstudies-json,1,0,0
Cross.list-name-imagingstudies-xml,1,1,0
Cross.list-name-immunizationevaluations,1,0,0
Cross.list-name-immunizationevaluations-json,1,0,0
Cross.list-name-immunizationevaluations-xml,1,0,0
Cross.list-name-immunizationrecommendations,1,0,0
Cross.list-name-immunizationrecommendations-json,1,0,0
Cross.list-name-immunizationrecommendations-xml,1,1,0
Cross.list-name-immunizations,1,1,620
Cross.list-name-immunizations-json,1,1,640
Cross.list-name-immunizations-xml,1,1,636
Cross.list-name-implementationguides,1,0,166
Cross.list-name-implementationguides-json,1,1,171
Cross.list-name-implementationguides-xml,1,1,170
Cross.list-name-insuranceplans,1,0,0
Cross.list-name-insuranceplans-json,1,0,0
Cross.list-name-insuranceplans-xml,1,0,0
Cross.list-name-invoices,1,0,0
Cross.list-name-invoices-json,1,0,0
Cross.list-name-invoices-xml,1,0,0
Cross.list-name-libraries,1,0,0
Cross.list-name-libraries-json,1,0,0
Cross.list-name-libraries-xml,1,0,0
Cross.list-name-linkages,1,0,0
Cross.list-name-linkages-json,1,0,0
Cross.list-name-linkages-xml,1,1,0
Cross.list-name-lists,1,0,524
Cross.list-name-lists-json,1,0,544
Cross.list-name-lists-xml,1,1,540
Cross.list-name-locations,1,0,1106
Cross.list-name-locations-json,1,1,1156
Cross.list-name-locations-xml,1,1,1146
Cross.list-name-measurereports,1,0,0
Cross.list-name-measurereports-json,1,0,0
Cross.list-name-measurereports-xml,1,0,0
Cross.list-name-measures,1,0,0
Cross.list-name-measures-json,1,1,0
Cross.list-name-measures-xml,1,1,0
Cross.list-name-media,1,0,0
Cross.list-name-media-json,1,0,0
Cross.list-name-media-xml,1,1,0
Cross.list-name-medicationadministrations,1,0,382
Cross.list-name-medicationadministrations-json,1,0,392
Cross.list-name-medicationadministrations-xml,1,0,390
Cross.list-name-medicationdispenses,1,0,346
Cross.list-name-medicationdispenses-json,1,1,356
Cross.list-name-medicationdispenses-xml,1,1,354
Cross.list-name-medicationknowledges,1,0,0
Cross.list-name-medicationknowledges-json,1,0,0
Cross.list-name-medicationknowledges-xml,1,0,0
Cross.list-name-medicationrequests,1,1,510
Cross.list-name-medicationrequests-json,1,1,525
Cross.list-name-medicationrequests-xml,1,1,522
Cross.list-name-medications,1,0,2778
Cross.list-name-medications-json,1,1,2853
Cross.list-name-medications-xml,1,1,2838
Cross.list-name-medicationstatements,1,0,528
Cross.list-name-medicationstatements-json,1,1,543
Cross.list-name-medicationstatements-xml,1,1,540
Cross.list-name-medicinalproductauthorizations,1,0,0
Cross.list-name-medicinalproductauthorizations-json,1,0,0
Cross.list-name-medicinalproductauthorizations-xml,1,1,0
Cross.list-name-medicinalproductcontraindications,1,0,0
Cross.list-name-medicinalproductcontraindications-json,1,0,0
Cross.list-name-medicinalproductcontraindications-xml,1,0,0
Cross.list-name-medicinalproductindications,1,0,0
Cross.list-name-medicinalproductindications-json,1,0,0
Cross.list-name-medicinalproductindications-xml,1,1,0
Cross.list-name-medicinalproductingredients,1,0,0
Cross.list-name-medicinalproductingredients-json,1,0,0
Cross.list-name-medicinalproductingredients-xml,1,1,0
Cross.list-name-medicinalproductinteractions,1,0,0
Cross.list-name-medicinalproductinteractions-json,1,1,0
Cross.list-name-medicinalproductinteractions-xml,1,1,0
Cross.list-name-medicinalproductmanufactureds,1,0,0
Cross.list-name-medicinalproductmanufactureds-json,1,0,0
Cross.list-name-medicinalproductmanufactureds-xml,1,1,0
Cross.list-name-medicinalproductpackageds,1,0,0
Cross.list-name-medicinalproductpackageds-json,1,0,0
Cross.list-name-medicinalproductpackageds-xml,1,0,0
Cross.list-name-medicinalproductpharmaceuticals,1,0,0
Cross.list-name-medicinalproductpharmaceuticals-json,1,0,0
Cross.list-name-medicinalproductpharmaceuticals-xml,1,0,0
Cross.list-name-medicinalproducts,1,0,0
Cross.list-name-medicinalproducts-json,1,1,0
Cross.list-name-medicinalproducts-xml,1,1,0
Cross.list-name-medicinalproductundesirableeffects,1,0,0
Cross.list-name-medicinalproductundesirableeffects-json,1,1,0
Cross.list-name-medicinalproductundesirableeffects-xml,1,1,0
Cross.list-name-messagedefinitions,1,0,0
Cross.list-name-messagedefinitions-json,1,1,0
Cross.list-name-messagedefinitions-xml,1,1,0
Cross.list-name-messageheaders,1,0,0
Cross.list-name-messageheaders-json,1,0,0
Cross.list-name-messageheaders-xml,1,0,0
Cross.list-name-molecularsequences,1,0,0
Cross.list-name-molecularsequences-json,1,0,0
Cross.list-name-molecularsequences-xml,1,0,0
Cross.list-name-namingsystems,1,0,0
Cross.list-name-namingsystems-json,1,0,0
Cross.list-name-namingsystems-xml,1,0,0
Cross.list-name-nutritionorders,1,0,0
Cross.list-name-nutritionorders-json,1,1,0
Cross.list-name-nutritionorders-xml,1,1,0
Cross.list-name-observationdefinitions,1,0,0
Cross.list-name-observationdefinitions-json,1,0,0
Cross.list-name-observationdefinitions-xml,1,0,0
Cross.list-name-observations,1,0,991
Cross.list-name-observations-json,1,0,1016
Cross.list-name-observations-xml,1,1,1011
Cross.list-name-operationdefinitions,1,1,0
Cross.list-name-operationdefinitions-json,1,1,0
Cross.list-name-operationdefinitions-xml,1,1,0
Cross.list-name-operationoutcomes,1,0,0
Cross.list-name-operationoutcomes-json,1,1,0
Cross.list-name-operationoutcomes-xml,1,1,0
Cross.list-name-organizationaffiliations,1,0,0
Cross.list-name-organizationaffiliations-json,1,0,0
Cross.list-name-organizationaffiliations-xml,1,0,0
Cross.list-name-organizations,1,0,1132
Cross.list-name-organizations-json,1,0,1182
