Fragment,Count,Time (ms),Size (bytes)
Cross.list-simple-name-compartmentdefinitions,1,0,0
Cross.list-simple-name-compartmentdefinitions-json,1,0,0
Cross.list-simple-name-compartmentdefinitions-xml,1,0,0
Cross.list-simple-name-compositions,1,0,280
Cross.list-simple-name-compositions-json,1,0,295
Cross.list-simple-name-compositions-xml,1,1,292
Cross.list-simple-name-conceptmaps,1,0,0
Cross.list-simple-name-conceptmaps-json,1,0,0
Cross.list-simple-name-conceptmaps-xml,1,1,0
Cross.list-simple-name-conditions,1,0,68
Cross.list-simple-name-conditions-json,1,1,73
Cross.list-simple-name-conditions-xml,1,1,72
Cross.list-simple-name-consents,1,0,0
Cross.list-simple-name-consents-json,1,0,0
Cross.list-simple-name-consents-xml,1,0,0
Cross.list-simple-name-contracts,1,0,0
Cross.list-simple-name-contracts-json,1,0,0
Cross.list-simple-name-contracts-xml,1,1,0
Cross.list-simple-name-coverageeligibilityrequests,1,0,0
Cross.list-simple-name-coverageeligibilityrequests-json,1,1,0
Cross.list-simple-name-coverageeligibilityrequests-xml,1,1,0
Cross.list-simple-name-coverageeligibilityresponses,1,0,0
Cross.list-simple-name-coverageeligibilityresponses-json,1,1,0
Cross.list-simple-name-coverageeligibilityresponses-xml,1,1,0
Cross.list-simple-name-coverages,1,0,120
Cross.list-simple-name-coverages-json,1,1,130
Cross.list-simple-name-coverages-xml,1,1,128
Cross.list-simple-name-detectedissues,1,0,0
Cross.list-simple-name-detectedissues-json,1,1,0
Cross.list-simple-name-detectedissues-xml,1,1,0
Cross.list-simple-name-devicedefinitions,1,0,0
Cross.list-simple-name-devicedefinitions-json,1,1,0
Cross.list-simple-name-devicedefinitions-xml,1,1,0
Cross.list-simple-name-devicemetrics,1,0,0
Cross.list-simple-name-devicemetrics-json,1,0,0
Cross.list-simple-name-devicemetrics-xml,1,0,0
Cross.list-simple-name-devicerequests,1,0,0
Cross.list-simple-name-devicerequests-json,1,1,0
Cross.list-simple-name-devicerequests-xml,1,1,0
Cross.list-simple-name-devices,1,0,62
Cross.list-simple-name-devices-json,1,1,67
Cross.list-simple-name-devices-xml,1,1,66
Cross.list-simple-name-deviceusestatements,1,1,0
Cross.list-simple-name-deviceusestatements-json,1,1,0
Cross.list-simple-name-deviceusestatements-xml,1,1,0
Cross.list-simple-name-diagnosticreports,1,0,0
Cross.list-simple-name-diagnosticreports-json,1,0,0
Cross.list-simple-name-diagnosticreports-xml,1,1,0
Cross.list-simple-name-documentmanifests,1,0,0
Cross.list-simple-name-documentmanifests-json,1,0,0
Cross.list-simple-name-documentmanifests-xml,1,1,0
Cross.list-simple-name-documentreferences,1,0,0
Cross.list-simple-name-documentreferences-json,1,1,0
Cross.list-simple-name-documentreferences-xml,1,1,0
Cross.list-simple-name-domainresources,1,0,0
Cross.list-simple-name-domainresources-json,1,1,0
Cross.list-simple-name-domainresources-xml,1,1,0
Cross.list-simple-name-effectevidencesyntheses,1,0,0
Cross.list-simple-name-effectevidencesyntheses-json,1,0,0
Cross.list-simple-name-effectevidencesyntheses-xml,1,0,0
Cross.list-simple-name-encounters,1,1,136
Cross.list-simple-name-encounters-json,1,1,146
Cross.list-simple-name-encounters-xml,1,1,144
Cross.list-simple-name-endpoints,1,0,165
Cross.list-simple-name-endpoints-json,1,0,175
Cross.list-simple-name-endpoints-xml,1,1,173
Cross.list-simple-name-enrollmentrequests,1,0,0
Cross.list-simple-name-enrollmentrequests-json,1,1,0
Cross.list-simple-name-enrollmentrequests-xml,1,1,0
Cross.list-simple-name-enrollmentresponses,1,0,0
Cross.list-simple-name-enrollmentresponses-json,1,0,0
Cross.list-simple-name-enrollmentresponses-xml,1,1,0
Cross.list-simple-name-episodeofcares,1,0,0
Cross.list-simple-name-episodeofcares-json,1,0,0
Cross.list-simple-name-episodeofcares-xml,1,0,0
Cross.list-simple-name-eventdefinitions,1,0,0
Cross.list-simple-name-eventdefinitions-json,1,0,0
Cross.list-simple-name-eventdefinitions-xml,1,0,0
Cross.list-simple-name-evidences,1,1,0
Cross.list-simple-name-evidences-json,1,1,0
Cross.list-simple-name-evidences-xml,1,1,0
Cross.list-simple-name-evidencevariables,1,0,0
Cross.list-simple-name-evidencevariables-json,1,0,0
Cross.list-simple-name-evidencevariables-xml,1,0,0
Cross.list-simple-name-examplescenarios,1,0,0
Cross.list-simple-name-examplescenarios-json,1,1,0
Cross.list-simple-name-examplescenarios-xml,1,1,0
Cross.list-simple-name-explanationofbenefits,1,0,0
Cross.list-simple-name-explanationofbenefits-json,1,1,0
Cross.list-simple-name-explanationofbenefits-xml,1,1,0
Cross.list-simple-name-familymemberhistories,1,0,0
Cross.list-simple-name-familymemberhistories-json,1,1,0
Cross.list-simple-name-familymemberhistories-xml,1,1,0
Cross.list-simple-name-flags,1,0,0
Cross.list-simple-name-flags-json,1,0,0
Cross.list-simple-name-flags-xml,1,1,0
Cross.list-simple-name-goals,1,0,0
Cross.list-simple-name-goals-json,1,1,0
Cross.list-simple-name-goals-xml,1,1,0
Cross.list-simple-name-graphdefinitions,1,0,0
Cross.list-simple-name-graphdefinitions-json,1,0,0
Cross.list-simple-name-graphdefinitions-xml,1,1,0
Cross.list-simple-name-groups,1,0,0
Cross.list-simple-name-groups-json,1,1,0
Cross.list-simple-name-groups-xml,1,1,0
Cross.list-simple-name-guidanceresponses,1,0,0
Cross.list-simple-name-guidanceresponses-json,1,1,0
Cross.list-simple-name-guidanceresponses-xml,1,1,0
Cross.list-simple-name-healthcareservices,1,0,530
Cross.list-simple-name-healthcareservices-json,1,0,560
Cross.list-simple-name-healthcareservices-xml,1,0,554
Cross.list-simple-name-imagingstudies,1,0,0
Cross.list-simple-name-imagingstudies-json,1,0,0
Cross.list-simple-name-imagingstudies-xml,1,1,0
Cross.list-simple-name-immunizationevaluations,1,0,0
Cross.list-simple-name-immunizationevaluations-json,1,0,0
Cross.list-simple-name-immunizationevaluations-xml,1,1,0
Cross.list-simple-name-immunizationrecommendations,1,0,0
Cross.list-simple-name-immunizationrecommendations-json,1,0,0
Cross.list-simple-name-immunizationrecommendations-xml,1,1,0
Cross.list-simple-name-immunizations,1,1,296
Cross.list-simple-name-immunizations-json,1,1,316
Cross.list-simple-name-immunizations-xml,1,1,312
Cross.list-simple-name-implementationguides,1,1,65
Cross.list-simple-name-implementationguides-json,1,1,70
Cross.list-simple-name-implementationguides-xml,1,1,69
Cross.list-simple-name-insuranceplans,1,0,0
Cross.list-simple-name-insuranceplans-json,1,0,0
Cross.list-simple-name-insuranceplans-xml,1,0,0
Cross.list-simple-name-invoices,1,0,0
Cross.list-simple-name-invoices-json,1,0,0
Cross.list-simple-name-invoices-xml,1,0,0
Cross.list-simple-name-libraries,1,0,0
Cross.list-simple-name-libraries-json,1,0,0
Cross.list-simple-name-libraries-xml,1,0,0
Cross.list-simple-name-linkages,1,0,0
Cross.list-simple-name-linkages-json,1,0,0
Cross.list-simple-name-linkages-xml,1,1,0
Cross.list-simple-name-lists,1,0,232
Cross.list-simple-name-lists-json,1,0,252
Cross.list-simple-name-lists-xml,1,1,248
Cross.list-simple-name-locations,1,0,675
Cross.list-simple-name-locations-json,1,1,725
Cross.list-simple-name-locations-xml,1,1,715
Cross.list-simple-name-measurereports,1,0,0
Cross.list-simple-name-measurereports-json,1,0,0
Cross.list-simple-name-measurereports-xml,1,0,0
Cross.list-simple-name-measures,1,0,0
Cross.list-simple-name-measures-json,1,1,0
Cross.list-simple-name-measures-xml,1,1,0
Cross.list-simple-name-media,1,0,0
Cross.list-simple-name-media-json,1,1,0
Cross.list-simple-name-media-xml,1,1,0
Cross.list-simple-name-medicationadministrations,1,0,196
Cross.list-simple-name-medicationadministrations-json,1,0,206
Cross.list-simple-name-medicationadministrations-xml,1,0,204
Cross.list-simple-name-medicationdispenses,1,0,172
Cross.list-simple-name-medicationdispenses-json,1,1,182
Cross.list-simple-name-medicationdispenses-xml,1,1,180
Cross.list-simple-name-medicationknowledges,1,0,0
Cross.list-simple-name-medicationknowledges-json,1,0,0
Cross.list-simple-name-medicationknowledges-xml,1,0,0
Cross.list-simple-name-medicationrequests,1,1,252
Cross.list-simple-name-medicationrequests-json,1,1,267
Cross.list-simple-name-medicationrequests-xml,1,1,264
Cross.list-simple-name-medications,1,1,1412
Cross.list-simple-name-medications-json,1,1,1487
Cross.list-simple-name-medications-xml,1,1,1472
Cross.list-simple-name-medicationstatements,1,0,264
Cross.list-simple-name-medicationstatements-json,1,1,279
Cross.list-simple-name-medicationstatements-xml,1,1,276
Cross.list-simple-name-medicinalproductauthorizations,1,0,0
Cross.list-simple-name-medicinalproductauthorizations-json,1,0,0
Cross.list-simple-name-medicinalproductauthorizations-xml,1,1,0
Cross.list-simple-name-medicinalproductcontraindications,1,0,0
Cross.list-simple-name-medicinalproductcontraindications-json,1,0,0
Cross.list-simple-name-medicinalproductcontraindications-xml,1,0,0
Cross.list-simple-name-medicinalproductindications,1,0,0
Cross.list-simple-name-medicinalproductindications-json,1,0,0
Cross.list-simple-name-medicinalproductindications-xml,1,1,0
Cross.list-simple-name-medicinalproductingredients,1,0,0
Cross.list-simple-name-medicinalproductingredients-json,1,1,0
Cross.list-simple-name-medicinalproductingredients-xml,1,1,0
Cross.list-simple-name-medicinalproductinteractions,1,1,0
Cross.list-simple-name-medicinalproductinteractions-json,1,1,0
Cross.list-simple-name-medicinalproductinteractions-xml,1,1,0
Cross.list-simple-name-medicinalproductmanufactureds,1,0,0
Cross.list-simple-name-medicinalproductmanufactureds-json,1,0,0
Cross.list-simple-name-medicinalproductmanufactureds-xml,1,1,0
Cross.list-simple-name-medicinalproductpackageds,1,0,0
Cross.list-simple-name-medicinalproductpackageds-json,1,0,0
Cross.list-simple-name-medicinalproductpackageds-xml,1,0,0
Cross.list-simple-name-medicinalproductpharmaceuticals,1,0,0
Cross.list-simple-name-medicinalproductpharmaceuticals-json,1,0,0
Cross.list-simple-name-medicinalproductpharmaceuticals-xml,1,0,0
Cross.list-simple-name-medicinalproducts,1,0,0
Cross.list-simple-name-medicinalproducts-json,1,1,0
Cross.list-simple-name-medicinalproducts-xml,1,1,0
Cross.list-simple-name-medicinalproductundesirableeffects,1,0,0
Cross.list-simple-name-medicinalproductundesirableeffects-json,1,1,0
Cross.list-simple-name-medicinalproductundesirableeffects-xml,1,1,0
Cross.list-simple-name-messagedefinitions,1,0,0
Cross.list-simple-name-messagedefinitions-json,1,1,0
Cross.list-simple-name-messagedefinitions-xml,1,1,0
Cross.list-simple-name-messageheaders,1,0,0
Cross.list-simple-name-messageheaders-json,1,0,0
Cross.list-simple-name-messageheaders-xml,1,0,0
Cross.list-simple-name-molecularsequences,1,0,0
Cross.list-simple-name-molecularsequences-json,1,0,0
Cross.list-simple-name-molecularsequences-xml,1,1,0
Cross.list-simple-name-namingsystems,1,0,0
Cross.list-simple-name-namingsystems-json,1,0,0
Cross.list-simple-name-namingsystems-xml,1,0,0
Cross.list-simple-name-nutritionorders,1,1,0
Cross.list-simple-name-nutritionorders-json,1,1,0
Cross.list-simple-name-nutritionorders-xml,1,1,0
Cross.list-simple-name-observationdefinitions,1,0,0
Cross.list-simple-name-observationdefinitions-json,1,0,0
Cross.list-simple-name-observationdefinitions-xml,1,1,0
Cross.list-simple-name-observations,1,0,546
Cross.list-simple-name-observations-json,1,0,571
Cross.list-simple-name-observations-xml,1,1,566
Cross.list-simple-name-operationdefinitions,1,1,0
Cross.list-simple-name-operationdefinitions-json,1,1,0
Cross.list-simple-name-operationdefinitions-xml,1,1,0
Cross.list-simple-name-operationoutcomes,1,0,0
Cross.list-simple-name-operationoutcomes-json,1,1,0
Cross.list-simple-name-operationoutcomes-xml,1,1,0
Cross.list-simple-name-organizationaffiliations,1,0,0
Cross.list-simple-name-organizationaffiliations-json,1,0,0
Cross.list-simple-name-organizationaffiliations-xml,1,0,0
Cross.list-simple-name-organizations,1,0,826
Cross.list-simple-name-organizations-json,1,0,876
Cross.list-simple-name-organizations-xml,1,0,866
Cross.list-simple-name-parameters,1,0,0
Cross.list-simple-name-parameters-json,1,0,0
Cross.list-simple-name-parameters-xml,1,0,0
Cross.list-simple-name-patients,1,0,1548
Cross.list-simple-name-patients-json,1,0,1643
Cross.list-simple-name-patients-xml,1,0,1624
Cross.list-simple-name-paymentnotices,1,0,0
Cross.list-simple-name-paymentnotices-json,1,0,0
Cross.list-simple-name-paymentnotices-xml,1,0,0
Cross.list-simple-name-paymentreconciliations,1,0,0
Cross.list-simple-name-paymentreconciliations-json,1,1,0
Cross.list-simple-name-paymentreconciliations-xml,1,1,0
Cross.list-simple-name-people,1,0,0
Cross.list-simple-name-people-json,1,0,0
Cross.list-simple-name-people-xml,1,0,0
Cross.list-simple-name-plandefinitions,1,1,0
Cross.list-simple-name-plandefinitions-json,1,1,0
Cross.list-simple-name-plandefinitions-xml,1,1,0
Cross.list-simple-name-practitionerroles,1,1,410
Cross.list-simple-name-practitionerroles-json,1,1,435
Cross.list-simple-name-practitionerroles-xml,1,1,430
Cross.list-simple-name-practitioners,1,1,472
Cross.list-simple-name-practitioners-json,1,1,502
Cross.list-simple-name-practitioners-xml,1,2,496
Cross.list-simple-name-procedures,1,0,204
Cross.list-simple-name-procedures-json,1,1,219
Cross.list-simple-name-procedures-xml,1,1,216
Cross.list-simple-name-provenances,1,0,0
Cross.list-simple-name-provenances-json,1,0,0
Cross.list-simple-name-provenances-xml,1,0,0
Cross.list-simple-name-questionnaireresponses,1,0,0
Cross.list-simple-name-questionnaireresponses-json,1,0,0
Cross.list-simple-name-questionnaireresponses-xml,1,0,0
Cross.list-simple-name-questionnaires,1,1,0
Cross.list-simple-name-questionnaires-json,1,1,0
Cross.list-simple-name-questionnaires-xml,1,1,0
Cross.list-simple-name-relatedpeople,1,0,408
Cross.list-simple-name-relatedpeople-json,1,0,433
Cross.list-simple-name-relatedpeople-xml,1,0,428
Cross.list-simple-name-requestgroups,1,0,0
Cross.list-simple-name-requestgroups-json,1,0,0
Cross.list-simple-name-requestgroups-xml,1,0,0
Cross.list-simple-name-requirements,1,0,0
Cross.list-simple-name-requirements-json,1,1,0
Cross.list-simple-name-requirements-xml,1,1,0
Cross.list-simple-name-researchdefinitions,1,0,0
Cross.list-simple-name-researchdefinitions-json,1,0,0
Cross.list-simple-name-researchdefinitions-xml,1,0,0
Cross.list-simple-name-researchelementdefinitions,1,0,0
Cross.list-simple-name-researchelementdefinitions-json,1,1,0
Cross.list-simple-name-researchelementdefinitions-xml,1,1,0
Cross.list-simple-name-researchstudies,1,0,0
Cross.list-simple-name-researchstudies-json,1,0,0
Cross.list-simple-name-researchstudies-xml,1,0,0
Cross.list-simple-name-researchsubjects,1,1,0
Cross.list-simple-name-researchsubjects-json,1,1,0
Cross.list-simple-name-researchsubjects-xml,1,1,0
Cross.list-simple-name-riskassessments,1,0,0
Cross.list-simple-name-riskassessments-json,1,0,0
Cross.list-simple-name-riskassessments-xml,1,1,0
Cross.list-simple-name-riskevidencesyntheses,1,0,0
Cross.list-simple-name-riskevidencesyntheses-json,1,0,0
Cross.list-simple-name-riskevidencesyntheses-xml,1,0,0
Cross.list-simple-name-schedules,1,1,0
Cross.list-simple-name-schedules-json,1,1,0
Cross.list-simple-name-schedules-xml,1,1,0
Cross.list-simple-name-searchparameters,1,0,382
Cross.list-simple-name-searchparameters-json,1,1,402
Cross.list-simple-name-searchparameters-xml,1,1,398
Cross.list-simple-name-servicerequests,1,1,190
Cross.list-simple-name-servicerequests-json,1,1,200
Cross.list-simple-name-servicerequests-xml,1,1,198
Cross.list-simple-name-slots,1,0,0
Cross.list-simple-name-slots-json,1,1,0
Cross.list-simple-name-slots-xml,1,1,0
Cross.list-simple-name-specimen,1,0,60
Cross.list-simple-name-specimen-json,1,1,65
Cross.list-simple-name-specimen-xml,1,1,64
Cross.list-simple-name-specimendefinitions,1,0,0
Cross.list-simple-name-specimendefinitions-json,1,0,0
Cross.list-simple-name-specimendefinitions-xml,1,0,0
Cross.list-simple-name-structuredefinitions,1,18,10233
Cross.list-simple-name-structuredefinitions-json,1,19,10778
Cross.list-simple-name-structuredefinitions-xml,1,20,10669
Cross.list-simple-name-structuremaps,1,0,0
Cross.list-simple-name-structuremaps-json,1,0,0
Cross.list-simple-name-structuremaps-xml,1,0,0
Cross.list-simple-name-subscriptions,1,0,0
Cross.list-simple-name-subscriptions-json,1,0,0
Cross.list-simple-name-subscriptions-xml,1,1,0
Cross.list-simple-name-subscriptiontopics,1,0,0
Cross.list-simple-name-subscriptiontopics-json,1,0,0
Cross.list-simple-name-subscriptiontopics-xml,1,0,0
Cross.list-simple-name-substancenucleicacids,1,0,0
Cross.list-simple-name-substancenucleicacids-json,1,1,0
Cross.list-simple-name-substancenucleicacids-xml,1,1,0
Cross.list-simple-name-substancepolymers,1,0,0
Cross.list-simple-name-substancepolymers-json,1,0,0
Cross.list-simple-name-substancepolymers-xml,1,0,0
Cross.list-simple-name-substanceproteins,1,0,0
Cross.list-simple-name-substanceproteins-json,1,1,0
Cross.list-simple-name-substanceproteins-xml,1,1,0
Cross.list-simple-name-substancereferenceinformations,1,0,0
Cross.list-simple-name-substancereferenceinformations-json,1,0,0
Cross.list-simple-name-substancereferenceinformations-xml,1,1,0
Cross.list-simple-name-substances,1,0,136
Cross.list-simple-name-substances-json,1,0,146
Cross.list-simple-name-substances-xml,1,1,144
Cross.list-simple-name-substancesourcematerials,1,1,0
Cross.list-simple-name-substancesourcematerials-json,1,1,0
Cross.list-simple-name-substancesourcematerials-xml,1,1,0
Cross.list-simple-name-substancespecifications,1,1,0
Cross.list-simple-name-substancespecifications-json,1,1,0
Cross.list-simple-name-substancespecifications-xml,1,1,0
Cross.list-simple-name-supplydeliveries,1,0,0
Cross.list-simple-name-supplydeliveries-json,1,1,0
Cross.list-simple-name-supplydeliveries-xml,1,1,0
Cross.list-simple-name-supplyrequests,1,0,0
Cross.list-simple-name-supplyrequests-json,1,0,0
Cross.list-simple-name-supplyrequests-xml,1,0,0
Cross.list-simple-name-tasks,1,0,0
Cross.list-simple-name-tasks-json,1,0,0
Cross.list-simple-name-tasks-xml,1,0,0
Cross.list-simple-name-terminologycapabilities,1,0,0
Cross.list-simple-name-terminologycapabilities-json,1,0,0
Cross.list-simple-name-terminologycapabilities-xml,1,1,0
Cross.list-simple-name-testplans,1,0,0
Cross.list-simple-name-testplans-json,1,0,0
Cross.list-simple-name-testplans-xml,1,1,0
Cross.list-simple-name-testreports,1,0,0
Cross.list-simple-name-testreports-json,1,1,0
Cross.list-simple-name-testreports-xml,1,1,0
Cross.list-simple-name-testscripts,1,0,0
Cross.list-simple-name-testscripts-json,1,1,0
Cross.list-simple-name-testscripts-xml,1,1,0
Cross.list-simple-name-valuesets,1,2,2041
Cross.list-simple-name-valuesets-json,1,3,2156
Cross.list-simple-name-valuesets-xml,1,3,2133
Cross.list-simple-name-verificationresults,1,1,0
Cross.list-simple-name-verificationresults-json,1,1,0
Cross.list-simple-name-verificationresults-xml,1,1,0
Cross.list-simple-name-visionprescriptions,1,0,0
Cross.list-simple-name-visionprescriptions-json,1,0,0
Cross.list-simple-name-visionprescriptions-xml,1,0,0
Cross.list-simple-namingsystems,1,0,0
Cross.list-simple-namingsystems-json,1,0,0
Cross.list-simple-namingsystems-xml,1,1,0
Cross.list-simple-nutritionorders,1,0,0
Cross.list-simple-nutritionorders-json,1,0,0
Cross.list-simple-nutritionorders-xml,1,0,0
Cross.list-simple-observationdefinitions,1,0,0
Cross.list-simple-observationdefinitions-json,1,1,0
Cross.list-simple-observationdefinitions-xml,1,1,0
Cross.list-simple-observations,1,0,546
Cross.list-simple-observations-json,1,1,571
Cross.list-simple-observations-xml,1,1,566
Cross.list-simple-operationdefinitions,1,0,0
Cross.list-simple-operationdefinitions-json,1,0,0
Cross.list-simple-operationdefinitions-xml,1,1,0
Cross.list-simple-operationoutcomes,1,0,0
Cross.list-simple-operationoutcomes-json,1,0,0
Cross.list-simple-operationoutcomes-xml,1,1,0
Cross.list-simple-organizationaffiliations,1,0,0
Cross.list-simple-organizationaffiliations-json,1,0,0
Cross.list-simple-organizationaffiliations-xml,1,1,0
Cross.list-simple-organizations,1,1,826
Cross.list-simple-organizations-json,1,1,876
Cross.list-simple-organizations-xml,1,1,866
Cross.list-simple-parameters,1,0,0
Cross.list-simple-parameters-json,1,0,0
Cross.list-simple-parameters-xml,1,1,0
Cross.list-simple-patients,1,1,1548
Cross.list-simple-patients-json,1,1,1643
Cross.list-simple-patients-xml,1,1,1624
Cross.list-simple-paymentnotices,1,0,0
Cross.list-simple-paymentnotices-json,1,1,0
Cross.list-simple-paymentnotices-xml,1,1,0
Cross.list-simple-paymentreconciliations,1,0,0
Cross.list-simple-paymentreconciliations-json,1,0,0
Cross.list-simple-paymentreconciliations-xml,1,0,0
Cross.list-simple-people,1,0,0
Cross.list-simple-people-json,1,0,0
Cross.list-simple-people-xml,1,1,0
Cross.list-simple-plandefinitions,1,1,0
Cross.list-simple-plandefinitions-json,1,1,0
Cross.list-simple-plandefinitions-xml,1,1,0
Cross.list-simple-practitionerroles,1,1,410
Cross.list-simple-practitionerroles-json,1,1,435
Cross.list-simple-practitionerroles-xml,1,1,430
Cross.list-simple-practitioners,1,0,472
Cross.list-simple-practitioners-json,1,1,502
Cross.list-simple-practitioners-xml,1,1,496
Cross.list-simple-procedures,1,1,204
Cross.list-simple-procedures-json,1,1,219
Cross.list-simple-procedures-xml,1,1,216
Cross.list-simple-profiles,1,2,2978
Cross.list-simple-profiles-mm,1,2,6080
Cross.list-simple-provenances,1,0,0
Cross.list-simple-provenances-json,1,0,0
Cross.list-simple-provenances-xml,1,1,0
Cross.list-simple-questionnaireresponses,1,0,0
Cross.list-simple-questionnaireresponses-json,1,1,0
Cross.list-simple-questionnaireresponses-xml,1,1,0
Cross.list-simple-questionnaires,1,0,0
Cross.list-simple-questionnaires-json,1,0,0
Cross.list-simple-questionnaires-xml,1,0,0
Cross.list-simple-relatedpeople,1,0,408
Cross.list-simple-relatedpeople-json,1,0,433
Cross.list-simple-relatedpeople-xml,1,0,428
Cross.list-simple-requestgroups,1,0,0
Cross.list-simple-requestgroups-json,1,1,0
Cross.list-simple-requestgroups-xml,1,1,0
Cross.list-simple-requirements,1,0,0
Cross.list-simple-requirements-json,1,0,0
Cross.list-simple-requirements-xml,1,0,0
Cross.list-simple-researchdefinitions,1,0,0
Cross.list-simple-researchdefinitions-json,1,0,0
Cross.list-simple-researchdefinitions-xml,1,1,0
Cross.list-simple-researchelementdefinitions,1,0,0
Cross.list-simple-researchelementdefinitions-json,1,0,0
Cross.list-simple-researchelementdefinitions-xml,1,0,0
Cross.list-simple-researchstudies,1,0,0
Cross.list-simple-researchstudies-json,1,1,0
Cross.list-simple-researchstudies-xml,1,1,0
Cross.list-simple-researchsubjects,1,0,0
Cross.list-simple-researchsubjects-json,1,0,0
Cross.list-simple-researchsubjects-xml,1,1,0
Cross.list-simple-riskassessments,1,0,0
Cross.list-simple-riskassessments-json,1,0,0
Cross.list-simple-riskassessments-xml,1,0,0
Cross.list-simple-riskevidencesyntheses,1,0,0
Cross.list-simple-riskevidencesyntheses-json,1,0,0
Cross.list-simple-riskevidencesyntheses-xml,1,1,0
Cross.list-simple-schedules,1,0,0
Cross.list-simple-schedules-json,1,0,0
Cross.list-simple-schedules-xml,1,1,0
Cross.list-simple-searchparameters,1,1,382
Cross.list-simple-searchparameters-json,1,1,402
Cross.list-simple-searchparameters-xml,1,1,398
Cross.list-simple-servicerequests,1,0,190
Cross.list-simple-servicerequests-json,1,0,200
Cross.list-simple-servicerequests-xml,1,0,198
Cross.list-simple-slots,1,0,0
Cross.list-simple-slots-json,1,0,0
Cross.list-simple-slots-xml,1,0,0
Cross.list-simple-specimen,1,0,60
Cross.list-simple-specimen-json,1,0,65
Cross.list-simple-specimen-xml,1,0,64
Cross.list-simple-specimendefinitions,1,0,0
Cross.list-simple-specimendefinitions-json,1,0,0
Cross.list-simple-specimendefinitions-xml,1,1,0
Cross.list-simple-structuredefinitions,1,10,10233
Cross.list-simple-structuredefinitions-json,1,11,10778
Cross.list-simple-structuredefinitions-xml,1,11,10669
Cross.list-simple-structuremaps,1,0,0
Cross.list-simple-structuremaps-json,1,0,0
Cross.list-simple-structuremaps-xml,1,1,0
Cross.list-simple-subscriptions,1,0,0
Cross.list-simple-subscriptions-json,1,1,0
Cross.list-simple-subscriptions-xml,1,1,0
Cross.list-simple-subscriptiontopics,1,0,0
Cross.list-simple-subscriptiontopics-json,1,0,0
Cross.list-simple-subscriptiontopics-xml,1,1,0
Cross.list-simple-substancenucleicacids,1,0,0
Cross.list-simple-substancenucleicacids-json,1,0,0
Cross.list-simple-substancenucleicacids-xml,1,0,0
Cross.list-simple-substancepolymers,1,0,0
Cross.list-simple-substancepolymers-json,1,0,0
Cross.list-simple-substancepolymers-xml,1,1,0
Cross.list-simple-substanceproteins,1,0,0
Cross.list-simple-substanceproteins-json,1,0,0
Cross.list-simple-substanceproteins-xml,1,1,0
Cross.list-simple-substancereferenceinformations,1,0,0
Cross.list-simple-substancereferenceinformations-json,1,1,0
Cross.list-simple-substancereferenceinformations-xml,1,1,0
Cross.list-simple-substances,1,1,136
Cross.list-simple-substances-json,1,1,146
Cross.list-simple-substances-xml,1,1,144
Cross.list-simple-substancesourcematerials,1,0,0
Cross.list-simple-substancesourcematerials-json,1,0,0
Cross.list-simple-substancesourcematerials-xml,1,1,0
Cross.list-simple-substancespecifications,1,0,0
Cross.list-simple-substancespecifications-json,1,0,0
Cross.list-simple-substancespecifications-xml,1,0,0
Cross.list-simple-supplydeliveries,1,1,0
Cross.list-simple-supplydeliveries-json,1,1,0
Cross.list-simple-supplydeliveries-xml,1,2,0
Cross.list-simple-supplyrequests,1,0,0
Cross.list-simple-supplyrequests-json,1,0,0
Cross.list-simple-supplyrequests-xml,1,1,0
Cross.list-simple-tasks,1,1,0
Cross.list-simple-tasks-json,1,1,0
Cross.list-simple-tasks-xml,1,1,0
Cross.list-simple-terminologycapabilities,1,0,0
Cross.list-simple-terminologycapabilities-json,1,1,0
Cross.list-simple-terminologycapabilities-xml,1,1,0
Cross.list-simple-testplans,1,0,0
Cross.list-simple-testplans-json,1,1,0
Cross.list-simple-testplans-xml,1,1,0
Cross.list-simple-testreports,1,0,0
Cross.list-simple-testreports-json,1,0,0
Cross.list-simple-testreports-xml,1,0,0
Cross.list-simple-testscripts,1,1,0
Cross.list-simple-testscripts-json,1,1,0
Cross.list-simple-testscripts-xml,1,1,0
Cross.list-simple-valuesets,1,2,2041
Cross.list-simple-valuesets-json,1,3,2156
Cross.list-simple-valuesets-xml,1,3,2133
Cross.list-simple-verificationresults,1,0,0
Cross.list-simple-verificationresults-json,1,1,0
Cross.list-simple-verificationresults-xml,1,1,0
Cross.list-simple-visionprescriptions,1,0,0
Cross.list-simple-visionprescriptions-json,1,0,0
Cross.list-simple-visionprescriptions-xml,1,0,0
Cross.list-slots,1,0,0
Cross.list-slots-json,1,0,0
Cross.list-slots-xml,1,0,0
Cross.list-specimen,1,0,134
Cross.list-specimen-json,1,0,139
Cross.list-specimen-xml,1,0,138
Cross.list-specimendefinitions,1,0,0
Cross.list-specimendefinitions-json,1,0,0
Cross.list-specimendefinitions-xml,1,1,0
Cross.list-structuredefinitions,1,10,59942
Cross.list-structuredefinitions-json,1,10,60487
Cross.list-structuredefinitions-xml,1,11,60378
Cross.list-structuremaps,1,0,0
Cross.list-structuremaps-json,1,0,0
Cross.list-structuremaps-xml,1,0,0
Cross.list-subscriptions,1,0,0
Cross.list-subscriptions-json,1,1,0
Cross.list-subscriptions-xml,1,1,0
Cross.list-subscriptiontopics,1,0,0
Cross.list-subscriptiontopics-json,1,0,0
Cross.list-subscriptiontopics-xml,1,0,0
